"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000304965.1",2.2060720442226,-0.749701067901661,1.88416460701541,-0.397895738573083,0.690707041387461,NA
"ENSG00000207730.3",4.26353764993932,0.803350930277193,1.32085761391649,0.60820403487335,0.543052158875315,NA
"ENSG00000207607.3",3.48221047079644,2.18243740692597,1.41431168245648,1.54310922691054,0.122804276379586,NA
"ENSG00000198976.1",12.9381532227128,0.852668433495689,1.21736875157692,0.70041918883755,0.483665556131684,0.740175393557264
"ENSG00000272141.1",132.578115680086,1.41404702833726,0.630537013406915,2.24260748896704,0.0249221368946903,0.146285781792596
"ENSG00000205231.1",12.2441702267524,-1.43856627756571,0.989145775667947,-1.45435214197248,0.145848701161012,0.402895045726651
"ENSG00000162571.15",82.4543535288231,-0.55884239927166,0.699040321664423,-0.799442295318603,0.424033993914288,0.69509101474191
"ENSG00000186891.14",56.4179869978649,0.471924940405243,0.565234294523048,0.834919156495024,0.403763228079915,0.679582706045751
"ENSG00000186827.12",90.4248451634797,-0.0756803247489631,0.520978555104552,-0.145265719687397,0.884501079317355,0.957618277154667
"ENSG00000078808.21",2519.65632640591,-0.368507100662817,0.249238802131716,-1.47853021885441,0.139265914839177,0.393013858307683
"ENSG00000176022.7",303.318162423775,-0.474723935464202,0.32775441657459,-1.44841354214418,0.147501429700899,0.40471608197946
"ENSG00000184163.3",10.5308953867245,1.00865676406411,0.757609627067487,1.33136740615132,0.183068148672427,0.455133225847639
"ENSG00000260179.1",8.84755008694606,0.443595112065892,0.859130001447071,0.51633060342291,0.605623525345073,0.818020017175209
"ENSG00000160087.22",715.951878206178,-0.0709764499372945,0.237259691600436,-0.299150898572458,0.76482491191949,0.902760927412789
"ENSG00000230415.2",53.0126225250212,0.572283708692998,0.462762615580901,1.23666797927187,0.216210371097282,0.492880308221013
"ENSG00000162572.21",201.707413489719,0.9267179039792,0.435500387583252,2.12793818421584,0.0333422091470597,0.174077435970064
"ENSG00000131584.20",1192.26870565277,0.244723804191196,0.274249613016806,0.892339651820035,0.372210907005106,0.650835873783545
"ENSG00000169972.14",114.669543382934,0.2746527321396,0.344114356798762,0.798143776082603,0.424787060243101,0.695580095935075
"ENSG00000127054.23",1955.41588624221,0.124161309438753,0.282763639921883,0.439099275540003,0.660589604015583,0.849145465497519
"ENSG00000240731.1",84.0556765855984,0.533145275046119,0.398281900927852,1.33861286140315,0.180696736952692,0.452649271410095
"ENSG00000224051.8",353.073750567585,-0.314233435730291,0.278274776124541,-1.12921997497056,0.258805049350571,0.540896558422229
"ENSG00000169962.5",27.2393611436005,-0.784629208201746,0.520383568943225,-1.50779012833772,0.131608249473021,0.381797834455048
"ENSG00000107404.22",1183.24599491192,-0.224989034346063,0.225927160698996,-0.995847660148384,0.319324169256991,0.601787678246424
"ENSG00000304860.1",9.34681220931056,1.20990746421014,0.815161976868309,1.48425404832837,0.137741535980824,0.390624858925181
"ENSG00000162576.18",1419.48947345268,-0.331283565431621,0.244219414658101,-1.35649971111186,0.174940227224042,0.444735038099143
"ENSG00000175756.15",737.801667099137,0.206009367813339,0.242132076860429,0.850814028791765,0.394872667431261,0.671808357515999
"ENSG00000221978.14",6339.91013969911,0.491343183945064,0.385479008240689,1.27463019630442,0.20244016431455,0.477164048316555
"ENSG00000224870.10",300.835088734062,-0.00408216192512739,0.288484523185302,-0.0141503671672026,0.988710017279834,0.995379605507311
"ENSG00000242485.7",984.924785991873,-0.0544583470444483,0.233311855341051,-0.233414401359254,0.815439631325311,0.927392832097075
"ENSG00000301639.1",6.1973345958205,2.04248975367537,1.2040427808193,1.69635978572584,0.0898177646037171,0.310151757200435
"ENSG00000272455.1",44.1313190913709,1.83347645420658,0.57750293569199,3.17483486384294,0.00149921794814186,0.02512860119654
"ENSG00000235098.10",550.498834583137,1.49735325885848,0.517817358542909,2.89166292739181,0.00383208839837197,0.0465490208517963
"ENSG00000225905.2",30.1895162655017,0.339527535452672,0.568907060416701,0.596806682631048,0.550636455794994,0.783414193618051
"ENSG00000205116.4",11.2111124239145,0.719984640439653,0.822495885750356,0.875365643662542,0.381374987159932,0.659112920484976
"ENSG00000225285.2",229.372031350471,2.25837953066905,0.719788522385809,3.13755979767979,0.00170360519985523,0.0272981319244958
"ENSG00000179403.13",1417.24927519357,0.802078160062287,0.343972332724764,2.33181010143652,0.0197106833926084,0.127799192180501
"ENSG00000215915.10",297.822480942486,0.591085539350368,0.58103084887227,1.0173049167658,0.309008398351973,0.591825002712288
"ENSG00000160072.21",982.33447145555,0.824921225714006,0.344873239666819,2.3919548716246,0.0167589028630503,0.116301979453435
"ENSG00000290916.2",9.91680799752013,1.13699941308888,1.07597736351245,1.05671313509536,0.290642528471453,0.573487269610969
"ENSG00000197785.15",323.373825463325,0.493399607809532,0.29516763519698,1.67159115354996,0.0946049704027129,0.319236125126566
"ENSG00000205090.10",19.8206753780859,0.199614030555324,0.541294934798292,0.368771288483806,0.712298207126452,0.874684189715668
"ENSG00000160075.13",1922.51720308255,-0.0386767842446514,0.234642491142493,-0.164832823144398,0.86907556826301,0.952648316543551
"ENSG00000215014.5",14.168962127119,0.186844164645621,0.768210876736891,0.24321988962103,0.807835059720053,0.924330319942225
"ENSG00000228594.4",213.238894770812,1.23903400876788,0.477917204823032,2.59257042070013,0.00952616765050399,0.0832714068222722
"ENSG00000286989.2",54.6771227648988,1.86310658639933,0.807456843386599,2.30737605564796,0.0210338648935665,0.132740116569796
"ENSG00000272106.1",162.610589089539,0.615730145143973,0.376768870027963,1.6342383729799,0.102208808104499,0.333189073958506
"ENSG00000197530.14",1497.37037437684,0.302588387463916,0.290735762690329,1.0407676876897,0.297983379936352,0.580928346305822
"ENSG00000189409.15",45.4171128560057,-0.595291669116852,0.724530981474818,-0.821623483795139,0.41129121952802,0.685675287667791
"ENSG00000248333.10",924.535436757397,-0.23921985433229,0.2620959048452,-0.912718779309348,0.361390464597086,0.642115963056271
"ENSG00000272004.2",7.84341121452606,1.24284301478917,1.24297013794151,0.999897726302143,0.317360004875445,0.600143618911486
"ENSG00000189339.13",1511.82203164201,0.61025659767254,0.366183362579292,1.66653283582866,0.0956073337329733,0.321201446535403
"ENSG00000293187.1",56.812492063877,1.44344945337445,0.909669377813649,1.58678470285953,0.112561414563367,0.350595115864126
"ENSG00000269737.3",13.8052842147853,2.05096617113982,1.15576983771215,1.77454550570355,0.0759729619812475,0.282812530375755
"ENSG00000310190.1",9.86231664482942,0.933397796920309,1.2016280710063,0.776777623161412,0.437289980967518,0.705480974708618
"ENSG00000008128.24",70.1951278477285,0.361964703220576,0.785662695463395,0.460712600089895,0.645004813859791,0.839312389967143
"ENSG00000268575.1",26.1771241204147,1.09001552680953,0.711955402302218,1.5310165823376,0.125765294427174,0.373175462971456
"ENSG00000293188.2",231.549372776632,1.33240620913188,0.65079239174839,2.04735984320943,0.0406227661363355,0.196403285243227
"ENSG00000290854.2",18.3879977766453,0.214024470469095,0.575019853956203,0.372203618703914,0.709741252011904,0.873369591283593
"ENSG00000008130.16",1285.87605660824,0.325379017326507,0.255255056556995,1.27472114251282,0.202407960727942,0.477137155009591
"ENSG00000302550.1",2.35806451443974,-1.33754038343087,1.68635982161399,-0.793152425886622,0.427689021400674,NA
"ENSG00000078369.20",4073.18598572833,-0.780278888833251,0.420861786465589,-1.85400270094859,0.0637387735808228,0.256272980302359
"ENSG00000169885.10",22.519190158882,1.88099708967424,0.728131572808549,2.58332032275274,0.00978544225666869,0.0844758307078705
"ENSG00000178821.14",17.3806995350012,0.314230211231784,0.780199629610823,0.402756165609214,0.687127610963184,0.862216975130043
"ENSG00000142609.20",89.106618342687,-0.648386271939465,0.858763038234589,-0.755023496670736,0.450234884035532,0.715225653384348
"ENSG00000233542.3",1.63407076399938,-1.94370262728301,1.84131377930725,-1.05560640947046,0.291148071405305,NA
"ENSG00000187730.10",15.2131030957048,0.272533818222658,0.722069693956947,0.377434228999656,0.705850933564694,0.871445467450336
"ENSG00000304958.1",2.20131345680746,0.295708732407869,1.67295335077484,0.176758504515927,0.859698084343786,NA
"ENSG00000226969.2",1.59784916240711,-0.45925962843104,2.09754069085913,-0.2189514751406,0.826687847788804,NA
"ENSG00000067606.18",1221.95710561056,-0.624270684779765,0.305543877978635,-2.04314577961669,0.0410380092465151,0.197700078041392
"ENSG00000308181.1",8.86002201474952,4.04504559681438,1.3769012412224,2.93778920064247,0.00330561702810546,0.0421861447869343
"ENSG00000271806.1",7.11781936358203,0.44563689899913,1.05484565981445,0.422466447913829,0.672684585737003,0.855621979175236
"ENSG00000182873.5",224.908058415193,0.729151400657585,0.392319736074002,1.85856415982103,0.0630889411959,0.25505745084315
"ENSG00000162585.18",671.765937490794,0.192622483315853,0.263161039515231,0.731956689602243,0.464195003205834,0.725672335710659
"ENSG00000304038.1",11.9855787556111,0.57503116021977,1.01922043411079,0.564187236612315,0.572626713130071,0.798268077732844
"ENSG00000304143.1",4.65639066222597,1.59184183318827,1.08120532582262,1.4722844913635,0.140944069472109,NA
"ENSG00000157933.12",2373.29204018272,-0.551985827991139,0.2999498571091,-1.84026034654974,0.0657300240515203,0.260465009520826
"ENSG00000295493.1",7.73990982940026,1.24326048109437,1.01985162048873,1.21906016141699,0.222821359123344,0.500832930159058
"ENSG00000287356.2",44.9926369227824,0.115915604578794,0.668161265370104,0.173484472366992,0.862270632080054,0.950449687729096
"ENSG00000116151.15",127.091758067743,-0.0288593118785407,0.400706278097448,-0.0720211123608161,0.94258510624506,0.979705092529667
"ENSG00000272161.1",1.59707634372463,0.665129220791086,2.13451154403088,0.311607225855071,0.755339042054403,NA
"ENSG00000292993.1",74.2079592870813,-0.0553253807357358,0.43818974725325,-0.12625895763773,0.899526943264427,0.962855423346866
"ENSG00000272420.1",19.4672815543317,0.43542873637034,0.630897845478648,0.690173123098859,0.490085323085791,0.744833608658535
"ENSG00000157916.21",1664.2376656276,0.122242808307711,0.220958156405249,0.553239628246675,0.58009933467727,0.802783869097439
"ENSG00000157911.12",194.530775556605,-0.55700568657695,0.303888161469713,-1.83292986433914,0.066813001851979,0.263296417852968
"ENSG00000149527.18",137.100676194699,0.779246048324897,0.465256117275448,1.67487544900684,0.093958671528034,0.318159938663768
"ENSG00000229393.1",1.75762238973549,2.20874337154568,2.37931946653839,0.928308872603444,0.353247372953066,NA
"ENSG00000157881.17",413.889884836081,0.187128227072139,0.236403458610622,0.791562983773246,0.428615537668124,0.697598729209015
"ENSG00000197921.6",3.53302040530157,-1.36850991332349,1.35429749243224,-1.01049431234324,0.312258523031796,NA
"ENSG00000272449.4",17.606539278672,1.15575395421091,0.725384583555119,1.59329820403206,0.111093309402359,0.348434537663549
"ENSG00000238164.7",150.785636966745,0.833775477991969,0.443402190921845,1.88040450647871,0.0600529698526954,0.247837310474811
"ENSG00000157873.19",2565.68897273693,-0.0811700971446486,0.402812038740772,-0.201508617762254,0.840300891640447,0.939581632956848
"ENSG00000225931.3",5.99428856254714,0.213368344596378,0.987328321097738,0.216106780325261,0.828904514656565,0.93402608638493
"ENSG00000307958.1",1.71224141979698,3.11527202375587,2.3856414391633,1.30584251791353,0.191606117715016,NA
"ENSG00000228037.2",17.0160990405559,0.198083384451027,0.632511281179426,0.313169725734641,0.754151717738825,0.896652239675246
"ENSG00000157870.18",362.467279478137,-0.601845345109472,0.343888347910582,-1.75011845782563,0.0800978753990208,0.291133510043709
"ENSG00000142606.16",29.7003359761859,-1.56133904514709,0.487859458389521,-3.20038695222031,0.00137243196127832,0.0235189124596657
"ENSG00000237058.2",4.87047441744344,0.0113663758984071,1.11826454488868,0.010164299628706,0.991890201896366,NA
"ENSG00000215912.13",72.9852505391354,0.595212825236726,0.625896939883414,0.950975771422683,0.341616675292999,0.623457904340504
"ENSG00000285945.1",2.98727232072876,-0.683973477859502,1.88648479252915,-0.362565063110062,0.716929812451595,NA
"ENSG00000283259.1",2.07422574989159,-0.105217585671257,2.37406886413502,-0.0443195171213336,0.964649714545887,NA
"ENSG00000177133.15",288.27273726766,0.253342711643608,0.401896991842204,0.63036727516258,0.528454316400179,0.769913173268053
"ENSG00000142611.17",600.201081683024,0.409281425584317,0.314550268205961,1.30116381053704,0.193202389707112,0.466360407555163
"ENSG00000226286.1",8.03295921444988,-0.317644459281894,1.02577601084133,-0.309662592929392,0.756817551891366,0.898309805211664
"ENSG00000272235.1",2.37524730287046,-0.107869967001595,1.62777174736645,-0.0662684846177706,0.947164073684083,NA
"ENSG00000287828.2",6.84801311778652,-0.647337733194686,1.18208847126746,-0.547622068000203,0.583951433395429,0.805787374559415
"ENSG00000286518.1",3.01874077361129,0.481909672796815,1.90274486674283,0.253270778032244,0.800058975837896,NA
"ENSG00000130762.16",499.03161252689,1.41954605552872,0.364571799038589,3.89373522382203,9.87123919324712e-05,0.00360677475363453
"ENSG00000272088.1",4.65036056670611,0.857089631386302,1.03048353347234,0.831735397554814,0.405558315815245,NA
"ENSG00000162591.18",3582.31660953057,1.24100210907588,0.399357898121658,3.10749359136959,0.00188681076300727,0.0292334637190849
"ENSG00000238260.4",18.9828069266058,2.01491909708332,0.940001796786595,2.14352685704574,0.0320708169015526,0.170307096649624
"ENSG00000158109.16",1296.86420712019,-0.620020534011346,0.290689124630072,-2.13293336928369,0.0329301924942207,0.172712273593689
"ENSG00000116213.17",418.666340803038,0.102648934711812,0.26801070277715,0.383003117592524,0.701717452512459,0.869276503015219
"ENSG00000078900.17",44.16535690769,-0.818992151467265,0.828487459351006,-0.988538984173425,0.322888751808457,0.605434857464241
"ENSG00000293478.2",618.388841171386,0.174637137288001,0.279531384176279,0.62474966023089,0.532135374432205,0.771559083892228
"ENSG00000235169.12",40.1318829096945,1.06981641663978,0.573583035007987,1.86514654608794,0.0621608657437816,0.252673733455591
"ENSG00000130764.11",822.833521151115,-0.291080717346299,0.229661970205929,-1.26743107309102,0.205001194982321,0.479557954563691
"ENSG00000266075.2",2.56144619200314,3.76977133683039,1.85258663188266,2.03486912404167,0.0418640434781296,NA
"ENSG00000272153.1",33.3770507484216,0.603275432226893,0.496530254726866,1.21498222209792,0.224372871965485,0.502779289074221
"ENSG00000116198.15",668.555522027845,-0.253017753739896,0.28956039040671,-0.873799601473507,0.382227397523543,0.660023592341543
"ENSG00000169598.18",195.08418806065,0.179994495101195,0.381451076703391,0.47186783861448,0.637021125414901,0.834546773837872
"ENSG00000198912.12",410.790324201102,0.029911510987102,0.341371161495243,0.0876216692004279,0.930177378887253,0.975139351971259
"ENSG00000236423.9",14.1687537020667,3.15199167667473,0.940837635263666,3.35019726946977,0.000807540267754147,0.0160988870407356
"ENSG00000196581.12",44.0937113412834,-1.17924946790449,0.815985569368074,-1.44518421914954,0.148406147813083,0.406068692801393
"ENSG00000289893.2",3.79930554657312,-1.71440269401693,1.63653856338702,-1.04757854924528,0.294832824719334,NA
"ENSG00000264101.1",1.80350975436282,2.25827700147464,2.33692128965852,0.966347053051422,0.333870548593776,NA
"ENSG00000131697.19",532.047578141252,0.246712840330025,0.359580435119993,0.686113081340749,0.492641802491917,0.746483372188164
"ENSG00000069424.16",1408.21771233983,-0.31245599959799,0.396511346409176,-0.788012757838093,0.430689243481081,0.699801400716392
"ENSG00000116254.18",13.9334887427183,-0.5367948530276,0.702142204596749,-0.764510165481207,0.444563281152255,0.710921279351995
"ENSG00000116251.12",1971.86797746159,-0.00201585176650195,0.306754495072713,-0.00657154760201348,0.994756701366649,0.99778381760648
"ENSG00000226944.2",10.0783387886985,1.8164994554294,0.993466373275966,1.82844583802014,0.067482667306976,0.264919980158404
"ENSG00000158286.14",730.492172471343,1.73211202376789,0.510054049855348,3.39593818392211,0.000683938038674795,0.0143320933656912
"ENSG00000116237.17",1098.29626911249,-0.271327361423334,0.354384045344658,-0.765630860044653,0.443895976895529,0.710478712206385
"ENSG00000158292.8",484.529386575082,-1.06470730622267,0.478852552232929,-2.22345542747522,0.0261851057507492,0.150589543658798
"ENSG00000097021.22",380.861477422464,-0.973124779230825,0.314189268011554,-3.0972565848272,0.00195320732243189,0.0298318476493836
"ENSG00000271746.1",3.77094921599296,0.253236609418574,1.30548432442642,0.193979050288357,0.84619228577774,NA
"ENSG00000069812.12",34.8960236121167,-1.6746236671488,0.540104662814422,-3.10055398970734,0.00193158996464291,0.0296451063436219
"ENSG00000187017.18",91.0719981623925,1.38150778199472,0.722946828700895,1.91093968069164,0.0560123329509499,0.238656053390719
"ENSG00000231868.1",1.5440236227135,-1.92765559644026,2.970410119087,-0.64895267628322,0.516368965036254,NA
"ENSG00000215788.12",485.876924949014,1.13762368120282,0.346475179389486,3.28342042626948,0.00102555592916563,0.0190462997980524
"ENSG00000171680.24",504.309860122303,0.184637848574871,0.369209698485902,0.500089378291131,0.617012144863724,0.824370759559066
"ENSG00000297749.1",3.12259861956755,4.06559507501136,1.81983732545127,2.23404313020297,0.0254802353265635,NA
"ENSG00000162408.12",485.617036252113,-0.148867261136254,0.304819795472025,-0.488377931314231,0.625282170535553,0.82848623889068
"ENSG00000229519.2",4.48554669661347,0.774219971465192,1.07533018610433,0.719983481789916,0.47153516592257,NA
"ENSG00000173662.21",12.0486425180241,-0.627587191913563,0.970033260264943,-0.646974920985855,0.517648174811287,0.763462849930569
"ENSG00000204859.14",748.787695997593,0.24815189160235,0.340448563504658,0.728896867849332,0.466064750882364,0.727109176893305
"ENSG00000162413.17",588.769357761134,-0.0856543881268396,0.285012249874973,-0.300528795391826,0.763773835394191,0.901845027888391
"ENSG00000304810.1",3.61062195368769,2.19795633033822,1.45551645965733,1.510086894418,0.131021253139958,NA
"ENSG00000116273.7",381.798298626192,-0.0540987375205709,0.357875710952685,-0.151166273275593,0.87984455454579,0.956672647468173
"ENSG00000041988.17",213.329505865105,0.0120181447320853,0.36901212297292,0.0325684279293103,0.974018747330025,0.990386150596234
"ENSG00000007923.18",661.494987785917,0.0504750239285448,0.275403707590714,0.183276486617084,0.854581082861285,0.947405201050009
"ENSG00000237436.2",4.83801841471365,0.0484382871800149,1.25047568000188,0.0387358890337973,0.96910095956002,NA
"ENSG00000171735.21",626.08114254233,0.364886287522648,0.322983400184296,1.12973696887964,0.258587074665106,0.540721753659141
"ENSG00000270171.1",4.96607381371792,2.0192520991323,1.14092254172731,1.76984153198975,0.0767535430391525,NA
"ENSG00000270035.1",7.00329375465798,0.259403371628609,0.939505442603472,0.276106300044174,0.782466421960064,0.910632162708729
"ENSG00000269978.2",30.8650174472868,0.696979360814028,0.582826716005148,1.19586035038221,0.231751060161063,0.512160245252407
"ENSG00000049245.13",2463.5897987552,-0.911375537117259,0.329598832571826,-2.76510547687894,0.00569043925558668,0.0593968418440984
"ENSG00000269925.1",23.8638184931466,-0.0776600893730063,0.644946759688113,-0.120413178617351,0.904155852333567,0.964606666712202
"ENSG00000049246.16",480.836565153792,-1.13199752509378,0.544995115041404,-2.07707829639497,0.0377943333741192,0.188037461752502
"ENSG00000236266.2",2.62088260635617,-1.59357200352211,1.62409916461729,-0.981203634753195,0.326492332111158,NA
"ENSG00000049247.14",40.74310863506,-0.234412559035842,0.85880442641014,-0.272952201720364,0.784889958301591,0.91222635785789
"ENSG00000049249.11",31.8404611407518,3.25765949267573,0.728959110155132,4.4689193773605,7.86157530420979e-06,0.0005726218967303
"ENSG00000116288.14",1996.14100030981,0.165776323409386,0.263546005074007,0.629022334688147,0.529334434288345,0.770349966967741
"ENSG00000200344.1",2.30775807891685,0.499160037698777,1.67672896267942,0.297698703135131,0.765933133324616,NA
"ENSG00000284747.1",72.0484524163063,1.15468587761207,0.735960168289067,1.56895159189993,0.116659219038994,0.358828745317528
"ENSG00000284716.1",6.43602430315096,0.972139008908847,1.25553857444503,0.774280479067361,0.438764945001484,0.7065618411161
"ENSG00000116285.14",6626.98250845459,0.176481903530136,0.427539815886599,0.412784720796499,0.679764346843533,0.858882779165845
"ENSG00000238290.2",25.6965946730189,1.54103069641313,0.71719891616717,2.14867962245211,0.031659805111565,0.168906274840728
"ENSG00000301325.1",1.66346269269038,1.15523096440446,2.05450927341467,0.562290459991172,0.573918137116692,NA
"ENSG00000227634.4",7.82438295503035,0.170247699024862,1.08401155036234,0.157053399447594,0.875202763565701,0.954940685343727
"ENSG00000301006.1",5.47779484646915,0.126959465671303,0.922490570029142,0.137626843889897,0.890535339050592,0.959804829517647
"ENSG00000162426.17",28.1023495298727,-0.81636832501719,0.677568885749834,-1.20484919273375,0.228261525430735,0.507910074257326
"ENSG00000142599.21",3266.22929545025,-0.460725155291003,0.238835886258082,-1.9290449291743,0.05372528477517,0.233260243037096
"ENSG00000232912.6",17.1946904254639,-0.263577659033393,0.603740274617415,-0.436574583665832,0.662419898491062,0.849866737660715
"ENSG00000270282.1",1.63797921380273,4.18417166302383,2.25966139196905,1.85168082169063,0.0640716695576879,NA
"ENSG00000074800.17",10802.1247152025,0.412671226522045,0.295076104267505,1.39852472143231,0.16195555428681,0.427005877130317
"ENSG00000131686.15",1.64564460658087,-1.07813824485147,2.04211392695615,-0.52795205527954,0.597532613328812,NA
"ENSG00000142583.19",32.638094508799,0.737301973277137,0.662694209730635,1.11258248895343,0.265887784559464,0.547741646373682
"ENSG00000180758.13",390.309877566683,-0.0932249157981884,0.282398253677002,-0.330118598767314,0.741310350483452,0.890208671875304
"ENSG00000228526.9",491.39573685574,1.4229461717853,0.441701199824676,3.22151303267936,0.00127515662824518,0.022284648889348
"ENSG00000234546.6",105.613037068472,1.83965193554689,0.543101940737119,3.38730502978878,0.000705828651440677,0.0146702393441646
"ENSG00000049239.14",2086.0984997764,-0.263930703964936,0.358854487102225,-0.735481130795369,0.462046527566428,0.724123470895177
"ENSG00000302217.1",1.64864267750556,-0.0194751061599607,2.01228632434499,-0.00967809894861756,0.992278114816998,NA
"ENSG00000171621.15",833.520742868288,0.15993423827471,0.589061150419131,0.271507021233556,0.786001100289322,0.912829597541197
"ENSG00000296073.1",16.0861342027209,-2.48470863925074,0.96074062743519,-2.58624291332819,0.00970285227812095,0.0841109362953393
"ENSG00000296056.1",13.7189757790849,-2.22933936824741,0.994117754244965,-2.24253048366549,0.0249271074178092,0.146285781792596
"ENSG00000307568.1",2.13557704407772,2.52662851509525,1.88042625110266,1.34364669372897,0.1790626625357,NA
"ENSG00000284652.1",4.06010428634333,0.718294260923164,1.45685486401582,0.493044488277429,0.62198115306435,NA
"ENSG00000284693.3",23.5356200484993,-1.37393302041467,0.558338320433204,-2.46075357920742,0.0138645556284498,0.103932078879585
"ENSG00000171612.8",241.508038365903,0.195164518402218,0.523284407785166,0.372960698806724,0.709177694743438,0.873050667073498
