"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"ENSG00000291072.2",422.827364105466,1.02845470231811,0.353125713818097,2.91243220777712,0.00358626035895041,0.0447230055415631,"CROCCP2"
"ENSG00000186301.8",466.672928838523,2.34293410449307,0.457517415765739,5.12097250018721,3.03963976025689e-07,4.68104523079561e-05,NA
"ENSG00000290849.2",29.189089572415,1.85543588444499,0.645347450516101,2.87509601682186,0.00403904649510607,0.0481204365922657,NA
"ENSG00000268869.9",6.73076014213648,4.27868013881386,1.44627488831813,2.95841418071604,0.00309226331326896,0.0406153829343272,NA
"ENSG00000282740.2",5.2289157071658,5.85804585819031,1.74001544079768,3.3666631461068,0.000760835629975173,0.0154360162382054,"LOC124903859"
"ENSG00000290851.2",288.456498242993,2.27494228771903,0.322914748479568,7.04502441722004,1.85428987530444e-12,1.88475042309445e-09,NA
"ENSG00000162545.7",1070.30937695179,-1.78153577889747,0.534247155693866,-3.33466591241587,0.000854019365738308,0.0167688254375458,"CAMK2N1"
"ENSG00000162551.15",6063.40274637975,1.18991986940851,0.280572984814465,4.2410350739768,2.22491361971219e-05,0.00119842412952854,"ALPL"
"ENSG00000076864.22",3419.08526832761,1.77557001379009,0.42775936641122,4.15086180037768,3.31225729477797e-05,0.00161708629544628,"RAP1GAP"
"ENSG00000293453.2",10.0654321911121,6.80171529321568,1.48782788697774,4.57157400580262,4.84074266141112e-06,0.000387023279124528,NA
"ENSG00000162552.16",116.63763554096,1.83675170623899,0.592995073317622,3.09741478282937,0.00195216514530749,0.0298318476493836,"WNT4"
"ENSG00000173369.19",6924.69153355936,-1.29799136054189,0.421408989758395,-3.08012261742699,0.00206915390041775,0.0307704506798351,"C1QB"
"ENSG00000261326.5",251.57165906546,2.4063117049632,0.452920420658144,5.31287969190383,1.07906282108023e-07,1.98081403940055e-05,NA
"ENSG00000249087.10",29.7168659286789,3.5014333001111,0.626818633156356,5.58603895113898,2.32307153220187e-08,5.61107361872674e-06,"ZNF436-AS1"
"ENSG00000117318.10",1499.61866123557,-1.53896362376951,0.295555064411033,-5.20702843254024,1.91888700298285e-07,3.21392563287915e-05,"ID3"
"ENSG00000117308.16",658.71010893685,1.00856659628401,0.316671995275662,3.18489355336284,0.00144807262598893,0.0245221213844591,"GALE"
"ENSG00000188822.8",31.7972129354108,3.80212418697282,0.790329345725292,4.81080983204993,1.50319987754881e-06,0.000174204163587045,"CNR2"
"ENSG00000225315.3",26.575079677823,4.96306159414474,1.36143069979002,3.64547501015677,0.000266898351383817,0.00737861394078681,NA
"ENSG00000142677.5",37.9618315944273,-2.81809871390459,0.587094796711788,-4.80007441675221,1.58606683521147e-06,0.000181969448003812,"IL22RA1"
"ENSG00000117616.19",2968.94042650633,1.29137399101682,0.385582114826443,3.34915428221584,0.000810586451094856,0.0161315843077386,"RSRP1"
"ENSG00000253368.5",363.678748867378,-1.29616033654794,0.444290723641336,-2.91736979319491,0.00352996995643762,0.0443100058098565,"TRNP1"
"ENSG00000158246.8",785.972581562716,-1.59177053346575,0.320614707294938,-4.96474583744364,6.87910985037781e-07,9.1241650073277e-05,"TENT5B"
"ENSG00000225886.3",18.3738848636407,-2.54820959022941,0.792201642411812,-3.21661740370991,0.00129711449778286,0.0225481736864587,NA
"ENSG00000130768.16",588.540304009885,1.86764954799739,0.528249622866984,3.53554355204466,0.000406937159989374,0.00993262694153362,"SMPDL3B"
"ENSG00000270605.2",158.576492135152,3.02104231502406,0.638696076886599,4.73001545547374,2.24502745082606e-06,0.000230063850749542,NA
"ENSG00000180198.18",445.616597973459,1.06642885009487,0.286043586060401,3.72820402926175,0.000192849222209592,0.00578446830434156,"RCC1"
"ENSG00000242125.3",651.000628667081,1.45863608295614,0.473203807101497,3.08246903567975,0.00205291087019649,0.0306281487825284,"SNHG3"
"ENSG00000289291.1",18.6806108914194,3.10201316220074,0.751275821591079,4.12899373712198,3.64354326804334e-05,0.00173486151992134,NA
"ENSG00000305880.1",16.3841428690231,3.17482601306529,1.00107053879949,3.17143087326556,0.00151689965592426,0.0252772545423661,NA
"ENSG00000142910.17",1476.81033411753,-1.08321610351254,0.341341881045594,-3.17340520944704,0.00150662089710641,0.0251791136962881,"TINAGL1"
"ENSG00000084636.19",1099.00770797629,-1.18621830236718,0.26188282986759,-4.52957646351592,5.9102042585714e-06,0.000450549989758071,"COL16A1"
"ENSG00000291132.2",104.14227839549,-1.58703450539486,0.382785248611034,-4.14601793343274,3.38307341430967e-05,0.00164466107128707,"MTMR9LP"
"ENSG00000222112.1",11.4839730773215,2.74682180939122,0.82884554304726,3.31403339552566,0.000919605231477101,0.0176137409361215,"RN7SKP16"
"ENSG00000187513.10",419.636629021303,-1.75301096881237,0.447215968933667,-3.91983088840099,8.86111250524494e-05,0.00330613150480244,"GJA4"
"ENSG00000183317.18",90.9909150758393,3.59497522533474,0.584969002953176,6.14558242776242,7.96706259743828e-10,3.207231901067e-07,"EPHA10"
"ENSG00000127603.32",12752.0837036907,-1.09484842904449,0.352583826392838,-3.10521455350207,0.00190141046843794,0.0293210783661136,"MACF1"
"ENSG00000116981.5",22.4127671725507,2.53985828235817,0.833341125561224,3.04780143983374,0.00230522192273712,0.0332707940496123,"NT5C1A"
"ENSG00000049089.16",365.160211141998,1.3486246975601,0.441676338261434,3.05342301756231,0.00226246762433424,0.0327950613442662,"COL9A2"
"ENSG00000272145.3",45.5683597549903,2.29468026856753,0.570890048728895,4.01947848570265,5.83271074488833e-05,0.00243783935796371,NA
"ENSG00000127129.11",32.3741252812249,2.39921157346986,0.601912580819109,3.98598010728553,6.72021423535768e-05,0.00271482457472742,"EDN2"
"ENSG00000177181.16",285.730789564424,-1.25822315475932,0.42961946804014,-2.92869212957025,0.00340391390422766,0.0431764557470469,"RIMKLA"
"ENSG00000066056.16",1592.40244066121,-1.32789089185112,0.428413596435786,-3.0995535690244,0.00193812526405292,0.0296877318484368,"TIE1"
"ENSG00000126091.22",128.007343898415,1.96650831078924,0.659733036563471,2.98076373593889,0.0028753053170813,0.0386960444608489,"ST3GAL3"
"ENSG00000162367.13",632.481212616811,-1.31700781483769,0.456767671465637,-2.88332099032268,0.00393506231784797,0.047348683767876,"TAL1"
"ENSG00000182183.15",20.6246267036732,2.33001452153417,0.736173191629819,3.16503582041032,0.00155063859919471,0.0256187112070141,"SHISAL2A"
"ENSG00000280378.1",18.8744694211096,2.47096344891671,0.703900953576668,3.51038514205902,0.00044745807185788,0.0105958440834375,NA
"ENSG00000223956.5",18.7817669102503,2.84036567954252,0.752299513928261,3.77557824637033,0.00015963690157419,0.00505943141370355,"LINC01767"
"ENSG00000134709.14",400.699862843104,1.45165971913872,0.285595223044694,5.08292717105966,3.71662234582881e-07,5.53776729528493e-05,"HOOK1"
"ENSG00000132854.20",139.312306336933,-2.2433258337712,0.661560724707584,-3.39095981667105,0.00069648312050339,0.0145315661725843,"KANK4"
"ENSG00000079739.18",1566.69253595044,-1.21020310307582,0.372215779609956,-3.25134819470574,0.00114859095143292,0.0205742138732082,"PGM1"
"ENSG00000116675.16",58.4009411440661,-1.38746213746344,0.482467539725448,-2.8757626642675,0.004030526436882,0.0480688459567018,"DNAJC6"
"ENSG00000118473.24",329.697538779477,-1.11155066106998,0.346338807737654,-3.20943144757824,0.00132997756961378,0.0229456130168104,"SGIP1"
"ENSG00000162595.9",90.659706583502,-1.69699986065839,0.379904651127502,-4.46690993548495,7.93575190273841e-06,0.0005726218967303,"DIRAS3"
"ENSG00000132485.15",2664.01771623476,1.3050587560794,0.276578551991486,4.71858264743382,2.3749348219012e-06,0.000239014273786601,"ZRANB2"
"ENSG00000207721.1",14.162553579305,2.68303800401598,0.881181566967203,3.04481857609698,0.00232820707579357,0.033494068690382,"MIR186"
"ENSG00000137968.17",11.9450004935064,2.99005981755732,0.900161030439774,3.32169435961533,0.00089472643529776,0.0172960343591764,"SLC44A5"
"ENSG00000184005.12",105.538315706924,-1.21421317443438,0.382128532665976,-3.17749937688044,0.00148551009155043,0.0249718055389861,"ST6GALNAC3"
"ENSG00000117069.16",471.167555334222,-2.1153657740192,0.594481717255826,-3.55833613148591,0.000373211516486322,0.00937974967940324,"ST6GALNAC5"
"ENSG00000162614.20",723.991262874235,-1.41662937466936,0.466758313352404,-3.03503833599596,0.00240505114524056,0.0342985106144748,"NEXN"
"ENSG00000234184.9",15.2223987696205,4.52224626758619,1.19052049343633,3.79854550385195,0.000145547710235194,0.00476424787311948,"LINC01781"
"ENSG00000137941.18",336.121696382754,-1.25969740610623,0.440535210137123,-2.85947042851382,0.00424348979930389,0.0495837999525538,"TTLL7"
"ENSG00000137976.8",83.6783283387072,-1.54637572859161,0.525093436900823,-2.94495345003461,0.00323003254979145,0.0414464379132637,"DNASE2B"
"ENSG00000137936.19",469.318979289077,-1.05099521384949,0.287556024712695,-3.65492329677172,0.000257258880204078,0.00719008802090472,"BCAR3"
"ENSG00000198691.14",774.397895327618,5.9481900109515,0.809176366054254,7.35091910797687,1.96848530249405e-13,3.0112575834019e-10,"ABCA4"
"ENSG00000308931.1",13.5856696353083,6.25309161649836,1.63894105561505,3.81532428825009,0.000136004205441153,0.00453855294784198,NA
"ENSG00000122481.18",73.8982253238364,1.19904438742685,0.36404475875818,3.2936729854785,0.000988874722411975,0.0186142078592824,"RWDD3"
"ENSG00000232878.3",19.9078389713829,4.85744198147981,1.1027047705337,4.40502490900519,1.05771723224599e-05,0.000715940401507862,"DPYD-AS1"
"ENSG00000162627.18",231.713757713847,-1.37985769974968,0.363555583744452,-3.79545181382664,0.000147374818311521,0.00480349798434114,"SNX7"
"ENSG00000223656.1",20.542328648511,-2.82627135804139,0.806016730466692,-3.50646736129776,0.000454097123566742,0.0106650077762154,"HMGB3P10"
"ENSG00000162688.18",692.340624654399,2.02593434076321,0.456586621270595,4.43713031959941,9.11661044913741e-06,0.000635835086218562,"AGL"
"ENSG00000233184.10",200.916106784426,1.53428283680349,0.370693102062119,4.13895707329991,3.48888216228975e-05,0.00167644839797355,"DPH5-DT"
"ENSG00000185946.17",484.253382891371,1.81378543739106,0.317271037499826,5.71683268565619,1.08527880149772e-08,2.96461992609127e-06,"RNPC3"
"ENSG00000162631.21",237.487286720302,-1.9752656450897,0.665432764214363,-2.96839252786385,0.00299361768166333,0.039706099030894,"NTNG1"
"ENSG00000116299.18",2065.0080607069,3.09632109405307,0.676810470536164,4.57487173861271,4.76511820603372e-06,0.000385001416745246,"ELAPOR1"
"ENSG00000290117.2",5.13842019128244,4.81749522409595,1.60939573095081,2.99335653217485,0.00275927203390529,0.0376198788413493,NA
"ENSG00000134201.13",460.355877764839,-2.08744603475671,0.651925473233923,-3.2019703485458,0.00136491046847269,0.0234250079353585,"GSTM5"
"ENSG00000224699.13",216.750361097342,2.4189293076632,0.553007677909896,4.37413331548233,1.2191586054882e-05,0.000790060650398011,"LAMTOR5-AS1"
"ENSG00000143125.6",23.0586919078314,5.52232710107995,1.3482956803392,4.0957834261478,4.20743127752774e-05,0.00190416552413217,"PROK1"
"ENSG00000085465.14",147.91773525791,1.63792837507261,0.454238573990895,3.60587688685691,0.000311100612006685,0.00826208556417032,"OVGP1"
"ENSG00000116455.14",418.495883088286,1.30431635399272,0.369332691680368,3.53154861016612,0.000413133920400622,0.0100103177798444,"WDR77"
"ENSG00000155367.17",29.222660096857,1.66532203611469,0.553322516740608,3.00967697090009,0.00261525672049253,0.0364800490628702,"PPM1J"
"ENSG00000226167.2",33.8044217316368,1.6748823633667,0.528922184687001,3.16659503393272,0.00154234940532894,0.0255528876929082,"AP4B1-AS1"
"ENSG00000116774.13",1020.59076155106,-1.78321306131329,0.568223023612195,-3.13822739877276,0.00169972955709099,0.0272550624856813,"OLFML3"
"ENSG00000116748.22",61.4015048604257,-2.96985038295465,0.828425790960201,-3.58493230819431,0.000337165643902019,0.00878161505672615,"AMPD1"
"ENSG00000134259.7",11.57358579962,-4.42244603281214,1.22279435635424,-3.61667193656148,0.000298415124520699,0.00800869409035318,"NGF"
"ENSG00000118729.16",105.487938242458,-1.51133998695772,0.509206055028674,-2.96803223770112,0.00299712894546223,0.0397297058247119,"CASQ2"
"ENSG00000163393.14",428.447847970267,1.26814008238998,0.339732482212921,3.73276077144486,0.000189392455876828,0.00571554615712138,"SLC22A15"
"ENSG00000203865.13",1557.03577717526,1.87576994699541,0.494729586809324,3.79150549513902,0.000149736834640214,0.00485291159273213,"ATP1A1-AS1"
"ENSG00000260941.1",48.0694298803414,-2.40871284519816,0.61234631424918,-3.93357939640997,8.36901772369962e-05,0.00315847830078966,"LINC00622"
"ENSG00000131781.14",3120.2918164264,1.57403909428047,0.52247053414793,3.01268491025525,0.00258947625937928,0.0362526676313099,"FMO5"
"ENSG00000131778.21",30.2275509005247,2.08435444551807,0.582357768610507,3.57916483279908,0.000344694015688839,0.00889690538132296,"CHD1L"
"ENSG00000278811.5",17.79544535363,2.900197185144,0.74776203871751,3.87850283242265,0.000105101303229972,0.00380387145727908,"LINC00624"
"ENSG00000274020.6",158.609115914236,1.7342272951919,0.535876964835617,3.23624154235457,0.00121114851147339,0.0214768266957252,"LINC01138"
"ENSG00000290791.2",28.6156052506208,2.25250639688316,0.662740227199208,3.39877723493928,0.000676878232399784,0.0142392086758864,NA
"ENSG00000290792.1",80.4920528490349,2.39019705087914,0.55005251096981,4.34539794512515,1.39023396621172e-05,0.000873981057224497,NA
"ENSG00000288880.3",49.6496621964956,2.55024440698697,0.652942087054796,3.90577427546487,9.392415704328e-05,0.00345936389649294,"LOC112268239"
"ENSG00000294655.1",6.09755783801794,3.55614507857727,1.24404695475824,2.85852962782128,0.0042560936155485,0.0496746307743519,NA
"ENSG00000225556.3",32.3451529194533,1.9973674742651,0.58344929022382,3.42337801713475,0.000618480033595265,0.0133129857888151,"C2CD4D"
"ENSG00000163207.7",29.5789729472249,4.4825196182521,0.888660121665212,5.04413274430785,4.55582949975597e-07,6.4532593244436e-05,"IVL"
"ENSG00000196154.13",3988.49056408899,-1.2516492814746,0.27677557602099,-4.522253370289,6.11847578304835e-06,0.000463348334382268,"S100A4"
"ENSG00000169241.20",750.600501576961,1.06940795244748,0.30607195026536,3.49397568617548,0.00047588435652284,0.0109966187762065,"SLC50A1"
"ENSG00000163462.19",87.9680309509476,1.10550362225315,0.387110611633596,2.85578227263768,0.00429309424093027,0.0497773322144447,"TRIM46"
"ENSG00000185499.17",12882.0029167252,1.60867840368207,0.420705140509112,3.82376693029076,0.000131428159695323,0.00445350799613183,"MUC1"
"ENSG00000235919.6",127.081291657425,1.78157094636925,0.498790396307345,3.57178277600894,0.000354559443624512,0.00908004575157149,"ASH1L-AS1"
"ENSG00000132680.12",1200.0626861302,1.44225258435781,0.367231925653112,3.92736165787548,8.58827906666649e-05,0.00322531344457822,"KHDC4"
"ENSG00000273002.2",41.1598665097652,2.280718918963,0.738801519217619,3.08705228621925,0.00202152035814486,0.0303969896054994,"ARHGEF2-AS2"
"ENSG00000187862.13",21.139546244504,2.32445941922012,0.750520180747723,3.09713113497405,0.00195403412433643,0.0298318476493836,"TTC24"
"ENSG00000132688.12",1888.56420929999,-1.80560841581863,0.419909772828326,-4.29999140924216,1.70804730473001e-05,0.00100752836643534,"NES"
"ENSG00000187800.15",829.17415288392,-1.69960550010906,0.377930977224037,-4.49713202287076,6.88762230305863e-06,0.000513127861577868,"PEAR1"
"ENSG00000132704.17",81.1029005620291,1.71984473862008,0.540443240803349,3.18228559221797,0.00146117657946492,0.0246530572002957,"FCRL2"
"ENSG00000163534.17",176.101045535059,1.85594697340427,0.529035739326508,3.50816936444973,0.000451201703726049,0.0106185597979442,"FCRL1"
"ENSG00000073754.6",43.5295619542123,-2.03142185737749,0.581405047823616,-3.4939873070964,0.000475863642361728,0.0109966187762065,"CD5L"
"ENSG00000158477.8",191.273392477011,3.90926589436804,0.60866957019602,6.42264060138423,1.33930446452495e-10,7.14690238209058e-08,"CD1A"
"ENSG00000085552.19",152.254860441868,2.60868923976707,0.779163904328169,3.34806223090687,0.000813787356370184,0.0161572669708315,"IGSF9"
"ENSG00000018625.16",277.881113650259,-1.12267200697972,0.33653765731386,-3.33594764978322,0.000850091699436413,0.0167291630662675,"ATP1A2"
"ENSG00000179914.6",134.32713688755,-3.85473491403515,0.726510556152662,-5.30582092908386,1.12167031635196e-07,2.04268627611206e-05,"ITLN1"
"ENSG00000232188.2",10.8687068310899,-2.31102071112003,0.802769048756987,-2.87881142739425,0.00399176939948963,0.0478303606478794,"LOC124904441"
"ENSG00000158764.8",424.705918438561,-2.25771204752903,0.510281549951352,-4.4244438148788,9.66910630883562e-06,0.000666268208295923,"ITLN2"
"ENSG00000143217.10",362.498479634465,2.26057368784466,0.539423000659195,4.19072543269781,2.78063985941613e-05,0.00143059556533997,"NECTIN4"
"ENSG00000248485.3",232.910064697341,2.36565053568302,0.626145076553165,3.77811888054055,0.000158017448179866,0.00502894364207378,"PCP4L1"
"ENSG00000203747.14",2091.31812395941,-1.19702871430001,0.340955097993042,-3.51081043030611,0.000446742857162425,0.0105937463739044,"FCGR3A"
"ENSG00000132185.19",51.0364019616884,3.33132063711995,0.71695517132816,4.64648386725306,3.37640524896204e-06,0.000303429458529634,"FCRLA"
"ENSG00000132196.17",370.044816986639,1.38678320792772,0.399673127679806,3.46979346842333,0.000520858709419321,0.0116608217409386,"HSD17B7"
"ENSG00000185630.20",1005.64400309671,-1.26452804143354,0.357654969431451,-3.53560875567787,0.000406836743166676,0.00993262694153362,"PBX1"
"ENSG00000143167.13",137.902364066167,-2.03066278588338,0.662385590648573,-3.06568079763792,0.00217175031551125,0.0318218280585704,"GPA33"
"ENSG00000143196.6",274.024358253659,-1.09922999517083,0.363576854086075,-3.02337726622882,0.00249970401742244,0.0353408554428683,"DPT"
"ENSG00000188404.11",305.7195154223,2.12577637880613,0.573846573869531,3.70443333741928,0.000211863813083448,0.00620333423757569,"SELL"
"ENSG00000094963.15",4476.01984726715,-2.08869557904974,0.544084338810997,-3.83891876692174,0.000123577304124817,0.00423224600066873,"FMO2"
"ENSG00000203739.7",81.3684857248458,1.08933358054556,0.380653729133508,2.86174414480382,0.00421316869219069,0.0494122053287353,"PRDX6-AS1"
"ENSG00000213057.5",9.78795664795836,2.47757264507386,0.86560259886236,2.86225185590949,0.0042064250170883,0.0493711654435336,"C1orf220"
"ENSG00000116191.20",205.577546215836,1.19101743959639,0.387215016430441,3.0758555041998,0.0020989953861941,0.0310933170636604,"RALGPS2"
"ENSG00000058085.16",2016.00487945479,-1.45808563813306,0.279760166929263,-5.21191295436186,1.86903248004001e-07,3.15344259463221e-05,"LAMC2"
"ENSG00000198756.12",163.167222290644,-1.82310290780826,0.402002259147228,-4.5350563742493,5.75881015301253e-06,0.00044492140663645,"COLGALT2"
"ENSG00000090104.13",1797.99823527456,1.2292111618439,0.397989164952745,3.08855433787965,0.00201132908246439,0.0303033205031043,"RGS1"
"ENSG00000203724.12",25.1625041963717,2.07766278341116,0.695303593923025,2.98813755828388,0.00280683192625296,0.0379302505181392,"C1orf53"
"ENSG00000162702.9",551.454501063928,1.09530396005412,0.36358677700511,3.01249668394494,0.00259108266961288,0.0362530383761812,"ZNF281"
"ENSG00000159166.16",583.770692747287,2.30786105227396,0.496622179214244,4.6471163569969,3.36607317913266e-06,0.000303429458529634,"LAD1"
"ENSG00000159176.15",7924.70501206912,-1.02239201568827,0.321274579930881,-3.18229975091159,0.00146110514364462,0.0246530572002957,"CSRP1"
"ENSG00000224536.3",136.185510574129,1.13492019139283,0.393046308749752,2.88749739185419,0.00388319825350781,0.0469214676803529,"CSRP1-AS1"
"ENSG00000163431.15",659.470660057529,-1.34381914122317,0.340860938628332,-3.94242633559265,8.06614287418639e-05,0.00308476190651802,"LMOD1"
"ENSG00000249007.1",113.304596556478,2.53509285081717,0.748136821888564,3.38854174349779,0.000702653327092425,0.0146307470448846,NA
"ENSG00000230280.2",9.6667604998432,2.49453293625595,0.855977941016617,2.91424909068717,0.00356545292273959,0.0445603936629535,NA
"ENSG00000122176.13",1470.68870348451,-1.1230799582923,0.38215777426552,-2.93878610856674,0.00329500381010177,0.0420740998478549,"FMOD"
"ENSG00000188783.7",4357.71652936817,-1.89440104607369,0.54002967826045,-3.5079572888956,0.000451561541173328,0.0106185597979442,"PRELP"
"ENSG00000133069.18",73.5977653614126,-1.13671941381367,0.373513813068067,-3.04331292188789,0.00233988878215406,0.0336199674360095,"TMCC2"
"ENSG00000162873.16",32.3698637520093,2.38675098227304,0.589612815691614,4.04799712413541,5.16577810126302e-05,0.00223235664972773,"KLHDC8A"
"ENSG00000281406.3",151.830945288324,4.48416856858939,0.630514867457477,7.11191567404524,1.14443182659172e-12,1.25048250918922e-09,"BLACAT1"
"ENSG00000285521.2",10.5388787548588,3.31028549864771,0.959927129434615,3.44847582399034,0.000563759935444257,0.0124146213807139,NA
"ENSG00000174502.20",3170.88957057021,1.72681966995886,0.366948924738508,4.70588562478936,2.52766210881571e-06,0.000247862114311476,"SLC26A9"
"ENSG00000196188.13",4162.56692981511,1.84734414950737,0.645000166402508,2.86409871769638,0.00418197657599086,0.0492258106766884,"CTSE"
"ENSG00000293455.2",46.9645374894102,4.70855161517181,0.871326880203447,5.40388655755966,6.52121966446738e-08,1.24696588684057e-05,NA
"ENSG00000285417.2",6.61972052038974,6.19726922477268,1.53359030360519,4.04102008874472,5.32191987902389e-05,0.00227484599389483,NA
"ENSG00000162892.16",10.2173020450907,2.75409899308295,0.925692009143374,2.97517853225455,0.00292818076017173,0.0390985643142663,"IL24"
"ENSG00000162896.7",12787.4059270306,2.38192274178353,0.374906720582858,6.35337434890582,2.10642258099131e-10,1.05073853355275e-07,"PIGR"
"ENSG00000162897.16",7.36030458419526,5.35846876698912,1.64351024084843,3.26038051592725,0.00111262834809859,0.020198077591353,"FCAMR"
"ENSG00000180667.11",382.401887216029,1.20531123508994,0.405146059951811,2.97500421263704,0.00292984524359092,0.0390985643142663,"YOD1"
"ENSG00000117322.20",136.840253499082,6.25145651699432,0.758193816097479,8.24519586452363,1.64889903809776e-16,4.72945466602389e-13,"CR2"
"ENSG00000203710.13",134.193735159947,1.44392590168927,0.364954053339961,3.95645941858939,7.60688035508925e-05,0.00296345461167874,"CR1"
"ENSG00000008118.11",33.2666705748514,-1.9119002904496,0.666265343429428,-2.86957787809972,0.00411020102367051,0.0487403993225548,"CAMK1G"
"ENSG00000153363.16",147.639432702243,1.37069755639189,0.339968673801414,4.03183487779982,5.53430667921925e-05,0.00233437869598097,"LINC00467"
"ENSG00000092969.12",213.748886803193,-1.26213810914437,0.409068809943281,-3.08539316238597,0.00203283241577604,0.0304735081129708,"TGFB2"
"ENSG00000203697.13",4926.88188540332,2.59936242503817,0.58683903625431,4.42942998753021,9.44824787640715e-06,0.000654983370912503,"CAPN8"
"ENSG00000185842.16",147.872757469835,1.75029612524719,0.376209784149431,4.65244711592076,3.2801887850089e-06,0.000299869369963404,"DNAH14"
"ENSG00000203685.11",43.3417454515898,-1.68431898881525,0.548415727220739,-3.07124486992931,0.00213168251758841,0.0315164865003761,"STUM"
"ENSG00000143816.8",248.580732089749,-1.5053007127759,0.403607685258728,-3.72961360190884,0.000191773630337783,0.00576728403896562,"WNT9A"
"ENSG00000154342.7",220.576404539043,-1.46919942881568,0.455082847152733,-3.22842189726081,0.00124475244042445,0.0218699000750225,"WNT3A"
"ENSG00000224566.2",20.8139807762852,2.95717786156084,0.805898558641989,3.66941698784516,0.000243104262097879,0.00686979113066248,NA
"ENSG00000287895.1",13.7311764890624,3.9726731491736,1.10366778608246,3.59951898503341,0.000318806358244188,0.0083987723263733,NA
"ENSG00000280157.1",21.4792945685822,3.76570753496384,0.817187321647287,4.60813259727638,4.06301537844757e-06,0.000337789677079196,NA
"ENSG00000310285.1",60.2789643937181,-1.93869851448181,0.44148400023082,-4.39132225282957,1.12663416396227e-05,0.000744548584858712,NA
"ENSG00000177788.7",106.965261028838,1.40672033931052,0.436333321233664,3.22395808629338,0.00126431903363592,0.0221458507983281,"RAB4A-AS1"
"ENSG00000177614.12",57.2864011287764,-1.39331007255695,0.445155043846905,-3.12994335752406,0.00174840012523326,0.0278023487689552,"PGBD5"
"ENSG00000119280.18",3078.17835169548,-1.05104262417711,0.308442464598403,-3.40758081266658,0.000655414973995006,0.0138865669374787,"C1orf198"
"ENSG00000077522.16",243.157438549255,-1.81310378364848,0.48906634888887,-3.70727568512483,0.000209500842023712,0.0061709965610733,"ACTN2"
"ENSG00000272865.3",85.6129314117478,-2.22828227163545,0.754364342819416,-2.95385418577356,0.0031383225116705,0.0407681599960202,NA
"ENSG00000301033.1",14.3542156549976,2.26320399679783,0.773873445130311,2.92451435184824,0.00344994170706287,0.0436156266723221,NA
